Total,Roll,Pitch,Yaw,,,,,new total
Total: 5021.31885037992,2867.642729,3209.066762,8987.24706, Mag 31, Accel 21, lowestaccel 8, lowestMag 31,9897.736687
Total: 3811.98377574825,1345.522886,3209.06782,6881.360622, Mag 57, Accel 8, lowestaccel 7, lowestMag 57,8317.242299
Total: 3947.69467712233,1400.153087,3209.093389,7233.837556, Mag 42, Accel 9, lowestaccel 7, lowestMag 42,8401.708311
Total: 6651.48595223919,5830.10985,3209.156943,10915.19106, Mag 13, Accel 93, lowestaccel 10, lowestMag 13,12756.93186
Total: 8033.60832198863,5819.585314,3209.536493,15071.70316, Mag 6, Accel 92, lowestaccel 9, lowestMag 6,13163.87008
Total: 6756.69398485294,5840.711126,3209.546387,11219.82444, Mag 19, Accel 94, lowestaccel 9, lowestMag 19,12797.71523
Total: 5051.78632125675,2985.976333,3209.705102,8959.677529, Mag 56, Accel 22, lowestaccel 7, lowestMag 56,10002.75666
Total: 6688.23621687948,5830.433717,3209.867962,11024.40697, Mag 12, Accel 93, lowestaccel 10, lowestMag 12,12769.56697
Total: 5018.468182256,2868.067525,3209.913985,8977.423037, Mag 32, Accel 21, lowestaccel 7, lowestMag 32,9898.831045
Total: 4174.74434639421,1496.90728,3209.928636,7817.397123, Mag 29, Accel 10, lowestaccel 8, lowestMag 29,8548.813536
Total: 6891.73135733339,5850.918434,3209.993117,11614.28252, Mag 25, Accel 95, lowestaccel 8, lowestMag 25,12847.24108
Total: 5215.66641055317,2744.555936,3210.058232,9692.385064, Mag 13, Accel 20, lowestaccel 10, lowestMag 13,9859.455313
Total: 6731.30846255187,5841.042858,3210.22864,11142.65389, Mag 18, Accel 94, lowestaccel 9, lowestMag 18,12791.66124
Total: 8542.29494238077,5819.923157,3210.246918,16596.71475, Mag 5, Accel 92, lowestaccel 8, lowestMag 5,13318.09615
Total: 5051.29020108059,2986.342059,3210.495869,8957.032676, Mag 57, Accel 22, lowestaccel 7, lowestMag 57,10004.40286
Total: 4506.22831553466,1609.235962,3210.522266,8698.926719, Mag 18, Accel 11, lowestaccel 9, lowestMag 18,8739.249569
Total: 6752.87670994885,5830.754397,3210.582835,11217.2929, Mag 11, Accel 93, lowestaccel 10, lowestMag 11,12790.57392
Total: 6874.30912212351,5851.267948,3210.651999,11561.00742, Mag 24, Accel 95, lowestaccel 8, lowestMag 24,12843.54589
Total: 5015.74067398379,2868.491898,3210.762398,8967.967726, Mag 33, Accel 21, lowestaccel 7, lowestMag 33,9899.964277
Total: 5796.53700107647,1729.169259,3210.886839,12449.55491, Mag 9, Accel 12, lowestaccel 9, lowestMag 9,9222.981502
Total: 6705.46766343038,5841.370648,3210.914529,11064.11781, Mag 17, Accel 94, lowestaccel 9, lowestMag 17,12785.47442
Total: 9134.02402669136,5820.274431,3210.945836,18370.85181, Mag 4, Accel 92, lowestaccel 8, lowestMag 4,13497.22384
Total: 5161.34803971319,2745.27458,3211.061036,9527.708503, Mag 14, Accel 20, lowestaccel 10, lowestMag 14,9845.640044
Total: 6983.85263340448,5861.182308,3211.11011,11879.26548, Mag 30, Accel 96, lowestaccel 8, lowestMag 30,12885.21085
Total: 5050.84940314092,2986.708745,3211.288265,8954.551199, Mag 58, Accel 22, lowestaccel 7, lowestMag 58,10006.06952
Total: 6853.95575867056,5831.073106,3211.300712,11519.49346, Mag 10, Accel 93, lowestaccel 9, lowestMag 10,12822.51656
Total: 6855.77483610446,5851.61512,3211.313705,11504.39568, Mag 23, Accel 95, lowestaccel 8, lowestMag 23,12839.52059
Total: 6680.59421570527,5841.694569,3211.603823,10988.48425, Mag 16, Accel 94, lowestaccel 9, lowestMag 16,12779.58118
Total: 5013.07582719517,2868.913717,3211.61105,8958.702714, Mag 34, Accel 21, lowestaccel 7, lowestMag 34,9901.114718
Total: 9816.03289537818,5820.63889,3211.628842,20415.83095, Mag 3, Accel 92, lowestaccel 8, lowestMag 3,13703.41578
Total: 6968.75422301849,5861.529058,3211.751396,11832.98221, Mag 29, Accel 96, lowestaccel 8, lowestMag 29,12882.17717
Total: 6835.90529886983,5851.959631,3211.978285,11443.77798, Mag 22, Accel 95, lowestaccel 8, lowestMag 22,12835.09804
Total: 3939.97966151545,1401.550452,3211.993527,7206.395006, Mag 43, Accel 9, lowestaccel 7, lowestMag 43,8406.021961
Total: 7009.1016829911,5831.390893,3212.020312,11983.89384, Mag 9, Accel 93, lowestaccel 9, lowestMag 9,12870.68181
Total: 5126.41002888088,2745.957293,3212.066513,9421.206281, Mag 15, Accel 20, lowestaccel 9, lowestMag 15,9837.615217
Total: 5050.45531857176,2987.076598,3212.079671,8952.209687, Mag 59, Accel 22, lowestaccel 7, lowestMag 59,10007.74925
Total: 3808.67099586888,1346.946157,3212.109286,6866.957545, Mag 58, Accel 8, lowestaccel 7, lowestMag 58,8323.165868
Total: 6660.31186468909,5842.014498,3212.296981,10926.62412, Mag 15, Accel 94, lowestaccel 9, lowestMag 15,12775.06942
Total: 10591.7504472544,5821.012726,3212.299251,22741.93936, Mag 2, Accel 92, lowestaccel 7, lowestMag 2,13937.70389
Total: 6953.08544275542,5861.874573,3212.395222,11784.98653, Mag 28, Accel 96, lowestaccel 8, lowestMag 28,12878.97621
Total: 5010.51345745124,2869.335121,3212.458275,8949.746976, Mag 35, Accel 21, lowestaccel 7, lowestMag 35,9902.292857
Total: 6814.46371631643,5852.301347,3212.645577,11378.44422, Mag 21, Accel 95, lowestaccel 8, lowestMag 21,12830.20679
Total: 4159.27413801381,1498.205991,3212.736909,7766.879514, Mag 30, Accel 10, lowestaccel 8, lowestMag 30,8550.547161
Total: 7262.05966346621,5831.709906,3212.739795,12741.72929, Mag 8, Accel 93, lowestaccel 9, lowestMag 8,12948.19143
Total: 5050.10635542684,2987.447068,3212.872127,8949.999871, Mag 60, Accel 22, lowestaccel 7, lowestMag 60,10009.4466
Total: 11457.7583151884,5821.387401,3212.966694,25338.92085, Mag 1, Accel 92, lowestaccel 7, lowestMag 1,14199.07413
Total: 6649.73283853799,5842.330392,3212.994009,10893.87411, Mag 14, Accel 94, lowestaccel 10, lowestMag 14,12773.47278
Total: 6936.55187823621,5862.219385,3213.041565,11734.39468, Mag 27, Accel 96, lowestaccel 8, lowestMag 27,12875.52005
Total: 5099.01960148006,2746.608875,3213.066788,9337.383142, Mag 16, Accel 20, lowestaccel 9, lowestMag 16,9831.819877
Total: 5008.07642508153,2869.754679,3213.307934,8941.166662, Mag 36, Accel 21, lowestaccel 7, lowestMag 36,9903.511746
Total: 6791.3757924571,5852.639998,3213.316074,11308.17131, Mag 20, Accel 95, lowestaccel 8, lowestMag 20,12824.82528
Total: 4472.35470607808,1610.395051,3213.318106,8593.350961, Mag 19, Accel 11, lowestaccel 9, lowestMag 19,8735.326854
Total: 7604.11373442322,5832.032461,3213.455823,13766.85292, Mag 7, Accel 93, lowestaccel 9, lowestMag 7,13052.42615
Total: 5526.40103039689,1730.335045,3213.53491,11635.33314, Mag 10, Accel 12, lowestaccel 9, lowestMag 10,9147.904675
Total: 6660.03739728223,5842.642534,3213.694973,10923.77469, Mag 13, Accel 94, lowestaccel 10, lowestMag 13,12778.1457
Total: 6766.89034887745,5852.975336,3213.989591,11233.70612, Mag 19, Accel 95, lowestaccel 9, lowestMag 19,12819.0276
Total: 5076.6462474502,2747.232226,3214.063943,9268.642573, Mag 17, Accel 20, lowestaccel 9, lowestMag 17,9827.501147
Total: 5005.69983487457,2870.175258,3214.157294,8932.766952, Mag 37, Accel 21, lowestaccel 7, lowestMag 37,9904.749017
Total: 8038.23946419134,5832.362136,3214.164553,15068.1917, Mag 6, Accel 93, lowestaccel 9, lowestMag 6,13184.2742
Total: 6902.17679388283,5862.913275,3214.341471,11629.27564, Mag 25, Accel 96, lowestaccel 8, lowestMag 25,12868.23245
Total: 10991.4040943387,2615.282248,3214.37597,27144.55407, Mag 1, Accel 19, lowestaccel 7, lowestMag 1,11496.96137
Total: 6696.4971828067,5842.951155,3214.400144,11032.14025, Mag 12, Accel 94, lowestaccel 10, lowestMag 12,12790.67035
Total: 9997.04570315173,2616.145657,3214.563449,24160.428, Mag 2, Accel 19, lowestaccel 7, lowestMag 2,11199.70079
Total: 6741.32721182142,5853.307281,3214.666352,11156.008, Mag 18, Accel 95, lowestaccel 9, lowestMag 18,12812.91006
Total: 8546.3473527063,5832.702226,3214.861786,16591.47805, Mag 5, Accel 93, lowestaccel 8, lowestMag 5,13338.30338
Total: 3932.65991265371,1402.952785,3214.878985,7180.147969, Mag 44, Accel 9, lowestaccel 7, lowestMag 44,8410.430272
Total: 10802.0696526548,1848.066904,3214.894309,27343.24774, Mag 1, Accel 13, lowestaccel 7, lowestMag 1,10827.37361
Total: 9115.11735888241,2617.031607,3214.958671,21513.3618, Mag 3, Accel 19, lowestaccel 8, lowestMag 3,10936.58197
Total: 6884.74713817599,5863.262225,3214.995406,11575.98378, Mag 24, Accel 96, lowestaccel 8, lowestMag 24,12864.52519
Total: 5003.43253739558,2870.594298,3215.007363,8924.695951, Mag 38, Accel 21, lowestaccel 7, lowestMag 38,9906.019189
Total: 5057.98979048788,2747.832035,3215.057055,9211.080282, Mag 18, Accel 20, lowestaccel 9, lowestMag 18,9824.27097
Total: 6760.85051605235,5843.256785,3215.108688,11224.18608, Mag 11, Accel 94, lowestaccel 10, lowestMag 11,12811.56709
Total: 3805.55073798982,1348.374483,3215.137619,6853.140113, Mag 59, Accel 8, lowestaccel 7, lowestMag 59,8329.126283
Total: 6715.34029713745,5853.635612,3215.346606,11077.03867, Mag 17, Accel 95, lowestaccel 9, lowestMag 17,12806.66913
Total: 6994.32723480641,5872.939659,3215.382274,11894.65977, Mag 30, Accel 97, lowestaccel 8, lowestMag 30,12905.87622
Total: 4144.72021351413,1499.528715,3215.524575,7719.10735, Mag 31, Accel 10, lowestaccel 8, lowestMag 31,8552.535729
Total: 4144.72021351413,1499.528715,3215.524575,7719.10735, Mag 31, Accel 10, lowestaccel 8, lowestMag 31,8552.535729
Total: 9137.30211107635,5833.054935,3215.54398,18363.30742, Mag 4, Accel 93, lowestaccel 8, lowestMag 4,13517.16814
Total: 8352.31083858561,2617.966187,3215.546275,19223.42005, Mag 4, Accel 19, lowestaccel 8, lowestMag 4,10709.60412
Total: 6866.14978854179,5863.609079,3215.651982,11519.18831, Mag 23, Accel 96, lowestaccel 8, lowestMag 23,12860.47096
Total: 9802.77875866552,1850.275026,3215.795312,24342.26594, Mag 2, Accel 13, lowestaccel 7, lowestMag 2,10531.06474
Total: 6861.61216477026,5843.560409,3215.820364,11525.45572, Mag 10, Accel 94, lowestaccel 9, lowestMag 10,12843.39067
Total: 5001.2570019233,2871.013632,3215.857507,8916.899866, Mag 39, Accel 21, lowestaccel 7, lowestMag 39,9907.31727
Total: 6979.18979866033,5873.285917,3216.022773,11848.26071, Mag 29, Accel 97, lowestaccel 8, lowestMag 29,12902.82894
Total: 6690.2485062483,5853.959696,3216.029972,11000.75585, Mag 16, Accel 95, lowestaccel 9, lowestMag 16,12800.69926
Total: 5042.11708058145,2748.411238,3216.044006,9161.895998, Mag 19, Accel 20, lowestaccel 9, lowestMag 19,9821.847725
Total: 4441.97961754434,1611.558838,3216.081835,8498.298179, Mag 20, Accel 11, lowestaccel 8, lowestMag 20,8732.396443
Total: 5297.16864562034,1731.486421,3216.195168,10943.82435, Mag 11, Accel 12, lowestaccel 10, lowestMag 11,9085.110549
Total: 9818.31225998952,5833.42032,3216.210116,20405.30634, Mag 3, Accel 93, lowestaccel 8, lowestMag 3,13723.02915
Total: 7702.7433200431,2618.950327,3216.287224,17272.99241, Mag 5, Accel 19, lowestaccel 8, lowestMag 5,10516.92898
Total: 6846.19848461997,5863.9534,3216.311181,11458.33087, Mag 22, Accel 96, lowestaccel 8, lowestMag 22,12856.01351
Total: 7015.78984237936,5843.873054,3216.533675,11986.9628, Mag 9, Accel 94, lowestaccel 9, lowestMag 9,12891.24938
Total: 6963.44714170132,5873.63116,3216.66576,11800.04451, Mag 28, Accel 97, lowestaccel 8, lowestMag 28,12899.60401
Total: 4999.18824418805,2871.435198,3216.708943,8909.420592, Mag 40, Accel 21, lowestaccel 7, lowestMag 40,9908.651623
Total: 6669.63109857038,5854.280405,3216.71727,10937.89562, Mag 15, Accel 95, lowestaccel 9, lowestMag 15,12796.07647
Total: 10592.800735046,5833.794547,3216.863947,22727.74371, Mag 2, Accel 93, lowestaccel 7, lowestMag 2,13956.91736
Total: 6824.67595961664,5864.294925,3216.973336,11392.75962, Mag 21, Accel 96, lowestaccel 8, lowestMag 21,12851.08807
Total: 5028.3972220299,2748.972817,3217.025201,9119.193649, Mag 2, Accel 2, lowestaccel 1, lowestMag 2,9820.045301
Total: 5028.3972220299,2748.972817,3217.025201,9119.193649, Mag 20, Accel 20, lowestaccel 8, lowestMag 20,9820.045301
Total: 8921.0682640545,1852.190243,3217.060267,21693.95428, Mag 3, Accel 13, lowestaccel 8, lowestMag 3,10270.48718
Total: 7154.3920553079,2619.969218,3217.144298,15626.06265, Mag 6, Accel 19, lowestaccel 9, lowestMag 6,10354.86716
Total: 7268.11748725622,5844.193985,3217.246695,12742.91178, Mag 8, Accel 94, lowestaccel 9, lowestMag 8,12968.55915
Total: 6946.83968722239,5873.974929,3217.31119,11749.23294, Mag 27, Accel 97, lowestaccel 8, lowestMag 27,12896.12311
Total: 6658.69359928218,5854.59713,3217.408324,10904.07534, Mag 14, Accel 95, lowestaccel 10, lowestMag 14,12794.3616
Total: 11457.3819157569,5834.168768,3217.515377,25320.4616, Mag 1, Accel 93, lowestaccel 7, lowestMag 1,14217.82881
Total: 4997.17140622349,2871.86951,3217.560149,8902.084559, Mag 41, Accel 21, lowestaccel 7, lowestMag 41,9910.011314
Total: 6801.46826577803,5864.633453,3217.638545,11322.1328, Mag 20, Accel 96, lowestaccel 8, lowestMag 20,12845.66048
Total: 3925.76924693572,1404.384206,3217.75094,7155.172595, Mag 45, Accel 9, lowestaccel 7, lowestMag 45,8414.964925
Total: 7609.03566372089,5844.518636,3217.956601,13764.63176, Mag 7, Accel 94, lowestaccel 9, lowestMag 7,13072.44315
Total: 5016.47866163592,2749.520222,3218.000556,9081.915207, Mag 21, Accel 20, lowestaccel 8, lowestMag 21,9818.760832
Total: 6693.33431806584,2621.001012,3218.088747,14240.91319, Mag 7, Accel 19, lowestaccel 9, lowestMag 7,10219.16972
Total: 6668.4173311358,5854.910185,3218.103453,10932.23835, Mag 13, Accel 95, lowestaccel 10, lowestMag 13,12798.84991
Total: 3802.59430959292,1349.806827,3218.150924,6839.825178, Mag 60, Accel 8, lowestaccel 7, lowestMag 60,8335.110509
Total: 4131.00368067238,1500.864829,3218.28929,7673.856923, Mag 32, Accel 10, lowestaccel 7, lowestMag 32,8554.742619
Total: 6776.89493985438,5864.968734,3218.306448,11247.40964, Mag 19, Accel 96, lowestaccel 9, lowestMag 19,12839.82572
Total: 4995.31021953078,2872.302678,3218.414141,8895.21384, Mag 42, Accel 21, lowestaccel 7, lowestMag 42,9911.422075
Total: 6912.46668283503,5874.65795,3218.60949,11644.13261, Mag 25, Accel 97, lowestaccel 8, lowestMag 25,12888.8244
Total: 8162.23325972567,1853.871672,3218.64727,19414.18084, Mag 4, Accel 13, lowestaccel 8, lowestMag 4,10047.19713
Total: 8042.74421569825,5844.850145,3218.659319,15064.72318, Mag 6, Accel 94, lowestaccel 9, lowestMag 6,13204.15609
Total: 6704.59654049106,5855.220048,3218.802107,11039.76747, Mag 12, Accel 95, lowestaccel 10, lowestMag 12,12811.279
Total: 4414.44165433819,1612.754313,3218.810184,8411.760466, Mag 21, Accel 11, lowestaccel 8, lowestMag 21,8730.275296
Total: 5101.69463392236,1732.612515,3218.856198,10353.61519, Mag 12, Accel 12, lowestaccel 10, lowestMag 12,9032.425178
Total: 5006.01579528511,2750.054592,3218.970481,9049.022313, Mag 22, Accel 20, lowestaccel 8, lowestMag 22,9817.892326
Total: 6751.15343468379,5865.300738,3218.977823,11169.18174, Mag 18, Accel 96, lowestaccel 9, lowestMag 18,12833.64448
Total: 6306.02767246938,2622.019445,3219.098364,13076.96521, Mag 8, Accel 19, lowestaccel 9, lowestMag 8,10105.71075
Total: 6895.010665388,5874.996589,3219.262478,11590.77293, Mag 24, Accel 97, lowestaccel 8, lowestMag 24,12885.09918
Total: 4993.45632081452,2872.736398,3219.269289,8888.363276, Mag 43, Accel 21, lowestaccel 7, lowestMag 43,9912.837663
Total: 8550.27873220654,5845.192031,3219.35052,16586.29365, Mag 5, Accel 94, lowestaccel 8, lowestMag 5,13358.00323
Total: 6768.70629901268,5855.526994,3219.504669,11231.08723, Mag 11, Accel 95, lowestaccel 10, lowestMag 11,12832.09236
Total: 6725.02219522785,5865.629256,3219.652144,11089.78519, Mag 17, Accel 96, lowestaccel 9, lowestMag 17,12827.34914
Total: 7004.64345842993,5884.443356,3219.665593,11909.82143, Mag 30, Accel 98, lowestaccel 8, lowestMag 30,12926.31235
Total: 6876.37597350039,5875.340404,3219.918026,11533.86949, Mag 23, Accel 97, lowestaccel 8, lowestMag 23,12881.02937
Total: 4996.79046201913,2750.579444,3219.934579,9019.857363, Mag 23, Accel 20, lowestaccel 8, lowestMag 23,9817.376394
Total: 9140.4668307926,5845.54612,3220.027295,18355.82708, Mag 4, Accel 94, lowestaccel 8, lowestMag 4,13536.62881
Total: 4991.77362271878,2873.169701,3220.123928,8882.027239, Mag 44, Accel 21, lowestaccel 7, lowestMag 44,9914.30331
Total: 5980.30908476047,2623.009241,3220.15401,12097.764, Mag 9, Accel 19, lowestaccel 9, lowestMag 9,10010.79274
Total: 6869.12770563979,5855.832298,3220.20992,11531.3409, Mag 10, Accel 95, lowestaccel 9, lowestMag 10,12863.803
Total: 6989.46433994411,5884.788711,3220.29966,11863.30465, Mag 29, Accel 98, lowestaccel 8, lowestMag 29,12923.23963
Total: 6699.71618240396,5865.95393,3220.329797,11012.86482, Mag 16, Accel 96, lowestaccel 9, lowestMag 16,12821.30461
Total: 7518.70048259076,1855.39332,3220.487356,17480.22077, Mag 5, Accel 13, lowestaccel 8, lowestMag 5,9858.850777
Total: 6856.31579445871,5875.684338,3220.576412,11472.68663, Mag 22, Accel 97, lowestaccel 8, lowestMag 22,12876.53739
Total: 3919.24292662612,1405.832671,3220.603426,7131.292683, Mag 46, Accel 9, lowestaccel 7, lowestMag 46,8419.585524
Total: 3919.24292662612,1405.832671,3220.603426,7131.292683, Mag 46, Accel 9, lowestaccel 7, lowestMag 46,8419.585524
Total: 9820.48716812419,5845.91236,3220.688509,20394.86063, Mag 3, Accel 94, lowestaccel 8, lowestMag 3,13742.18421
Total: 4988.66500952543,2751.095263,3220.895225,8994.004541, Mag 24, Accel 20, lowestaccel 8, lowestMag 24,9817.17664
Total: 7022.35889487702,5856.137086,3220.917057,11990.02254, Mag 9, Accel 95, lowestaccel 9, lowestMag 9,12911.35975
Total: 6973.64746926747,5885.133339,3220.935854,11814.87321, Mag 28, Accel 98, lowestaccel 8, lowestMag 28,12919.97903
Total: 4990.14313759596,2873.603482,3220.980262,8875.845669, Mag 45, Accel 21, lowestaccel 7, lowestMag 45,9915.788224
Total: 6678.7820207719,5866.274869,3221.011056,10949.06014, Mag 15, Accel 96, lowestaccel 9, lowestMag 15,12816.57551
Total: 4118.08532994035,1502.213119,3221.03107,7631.011802, Mag 33, Accel 10, lowestaccel 7, lowestMag 33,8557.155126
Total: 6834.71381205605,5876.025635,3221.237362,11406.87844, Mag 21, Accel 97, lowestaccel 8, lowestMag 21,12871.58564
Total: 5705.70924620811,2623.959122,3221.242867,11271.92575, Mag 10, Accel 19, lowestaccel 9, lowestMag 10,9931.241519
Total: 10593.7569432362,5846.286942,3221.338377,22713.64551, Mag 2, Accel 94, lowestaccel 7, lowestMag 2,13975.69955
Total: 4938.91625249322,1733.719995,3221.499708,9861.529054, Mag 13, Accel 12, lowestaccel 10, lowestMag 13,8989.500318
Total: 4389.20244179261,1613.965773,3221.507838,8332.133714, Mag 22, Accel 11, lowestaccel 8, lowestMag 22,8728.798244
Total: 6956.96853589412,5885.476626,3221.574667,11763.85431, Mag 27, Accel 98, lowestaccel 8, lowestMag 27,12916.46373
Total: 7274.09228128164,5856.44334,3221.623658,12744.20985, Mag 8, Accel 95, lowestaccel 9, lowestMag 8,12988.46731
Total: 6667.47837103267,5866.592422,3221.696316,10914.14638, Mag 14, Accel 96, lowestaccel 10, lowestMag 14,12814.74045
Total: 4988.54719350286,2874.036705,3221.836504,8869.768372, Mag 46, Accel 21, lowestaccel 7, lowestMag 46,9917.282879
Total: 4981.79543978853,2751.603743,3221.848668,8971.933909, Mag 25, Accel 20, lowestaccel 8, lowestMag 25,9817.334095
Total: 6811.39033093019,5876.36411,3221.901417,11335.90547, Mag 20, Accel 97, lowestaccel 8, lowestMag 20,12866.12108
Total: 6868.21829845209,5866.951247,3221.948232,11515.75542, Mag 23, Accel 98, lowestaccel 8, lowestMag 23,12875.72813
Total: 11456.9202242675,5846.660723,3221.986688,25302.11326, Mag 1, Accel 94, lowestaccel 7, lowestMag 1,14236.17935
Total: 7613.84403219679,5856.753527,3222.327407,13762.45116, Mag 7, Accel 95, lowestaccel 9, lowestMag 7,13091.9781
Total: 5475.13458469518,2624.863565,3222.35466,10578.18553, Mag 11, Accel 19, lowestaccel 10, lowestMag 11,9864.905082
Total: 6676.62448404555,5866.906445,3222.385084,10940.58192, Mag 13, Accel 96, lowestaccel 10, lowestMag 13,12819.04416
Total: 6977.03749689957,1856.818977,3222.510379,15851.78313, Mag 6, Accel 13, lowestaccel 9, lowestMag 6,9701.33615
